fpath,gender,masterCategory,baseColour,subCategory,articleType,labels,id,season,usage,fname
training_img/31080.jpg,Women,Accessories,Orange,Stoles,Other,Women;Accessories;Stoles;Stoles;Orange;Summer;Ethnic,,,,
training_img/7515.jpg,Women,Apparel,White,Topwear,Other,Women;Apparel;Topwear;Tshirts;White;Summer;Sports,,,,
training_img/11736.jpg,Men,Apparel,Maroon,Topwear,Other,Men;Apparel;Topwear;Tshirts;Maroon;Fall;Casual,,,,
training_img/32938.jpg,Men,Footwear,White,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;White;Summer;Casual,,,,
training_img/25833.jpg,Women,Apparel,Pink,Topwear,Other,Women;Apparel;Topwear;Kurtas;Pink;Summer;Ethnic,,,,
training_img/56909.jpg,Women,Footwear,Green,Shoes,Other,Women;Footwear;Shoes;Heels;Green;Winter;Casual,,,,
training_img/53085.jpg,Women,Accessories,Blue,Jewellery,Other,Women;Accessories;Jewellery;Necklace and Chains;Blue;Winter;Casual,,,,
training_img/25959.jpg,Women,Accessories,Red,Scarves,Other,Women;Accessories;Scarves;Scarves;Red;Summer;Casual,,,,
training_img/15185.jpg,Men,Apparel,Black,Topwear,Other,Men;Apparel;Topwear;Sweaters;Black;Fall;Casual,,,,
training_img/4915.jpg,Women,Apparel,White,Topwear,Other,Women;Apparel;Topwear;Tops;White;Summer;Casual,,,,
training_img/53367.jpg,Unisex,Accessories,Pink,Bags,Other,Unisex;Accessories;Bags;Backpacks;Pink;Summer;Casual,,,,
training_img/10740.jpg,Unisex,Footwear,Green,Flip Flops,Other,Unisex;Footwear;Flip Flops;Flip Flops;Green;Winter;Casual,,,,
training_img/22938.jpg,Women,Accessories,Black,Watches,Other,Women;Accessories;Watches;Watches;Black;Winter;Casual,,,,
training_img/10698.jpg,Women,Accessories,Red,Watches,Other,Women;Accessories;Watches;Watches;Red;Winter;Casual,,,,
training_img/24702.jpg,Men,Footwear,Green,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;Green;Summer;Casual,,,,
training_img/13843.jpg,Men,Footwear,Brown,Sandal,Other,Men;Footwear;Sandal;Sandals;Brown;Summer;Casual,,,,
training_img/23175.jpg,Men,Apparel,Navy Blue,Topwear,Other,Men;Apparel;Topwear;Tshirts;Navy Blue;Fall;Casual,,,,
training_img/9581.jpg,Unisex,Accessories,Grey,Bags,Other,Unisex;Accessories;Bags;Backpacks;Grey;Fall;Casual,,,,
training_img/30778.jpg,Men,Apparel,Green,Topwear,Other,Men;Apparel;Topwear;Kurtas;Green;Summer;Ethnic,,,,
training_img/31571.jpg,Men,Apparel,Black,Bottomwear,Other,Men;Apparel;Bottomwear;Trousers;Black;Summer;Formal,,,,
training_img/6709.jpg,Unisex,Footwear,White,Shoes,Other,Unisex;Footwear;Shoes;Casual Shoes;White;Fall;Casual,,,,
training_img/15096.jpg,Women,Apparel,Orange,Topwear,Other,Women;Apparel;Topwear;Kurtas;Orange;Fall;Ethnic,,,,
training_img/44181.jpg,Women,Personal Care,White,Fragrance,Other,Women;Personal Care;Fragrance;Perfume and Body Mist;White;Spring;Casual,,,,
training_img/59132.jpg,Men,Apparel,Black,Topwear,"Coats, Jackets & Truckers",Men;Apparel;Topwear;Jackets;Black;Summer;Casual,,,,
training_img/49020.jpg,Women,Accessories,Silver,Jewellery,Other,Women;Accessories;Jewellery;Ring;Silver;Fall;Casual,,,,
training_img/49814.jpg,Women,Footwear,Red,Flip Flops,Other,Women;Footwear;Flip Flops;Flip Flops;Red;Winter;Casual,,,,
training_img/3291.jpg,Men,Apparel,Brown,Topwear,Other,Men;Apparel;Topwear;Tshirts;Brown;Summer;Casual,,,,
training_img/17372.jpg,Men,Accessories,Maroon,Accessories,Other,Men;Accessories;Accessories;Accessory Gift Set;Maroon;Fall;Formal,,,,
training_img/35654.jpg,Men,Footwear,Black,Shoes,Other,Men;Footwear;Shoes;Formal Shoes;Black;Summer;Formal,,,,
training_img/23579.jpg,Women,Personal Care,White,Fragrance,Other,Women;Personal Care;Fragrance;Fragrance Gift Set;White;Spring;Casual,,,,
training_img/3648.jpg,Men,Footwear,White,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;White;Summer;Casual,,,,
training_img/7732.jpg,Unisex,Accessories,Black,Headwear,Other,Unisex;Accessories;Headwear;Caps;Black;Fall;Sports,,,,
training_img/22148.jpg,Men,Footwear,Brown,Shoes,Other,Men;Footwear;Shoes;Formal Shoes;Brown;Fall;Formal,,,,
training_img/30581.jpg,Unisex,Accessories,Black,Eyewear,Other,Unisex;Accessories;Eyewear;Sunglasses;Black;Winter;Casual,,,,
training_img/57104.jpg,Women,Apparel,Red,Topwear,Other,Women;Apparel;Topwear;Tops;Red;Summer;Casual,,,,
training_img/29464.jpg,Men,Accessories,Black,Watches,Other,Men;Accessories;Watches;Watches;Black;Winter;Casual,,,,
training_img/31236.jpg,Men,Apparel,White,Topwear,Other,Men;Apparel;Topwear;Tshirts;White;Summer;Casual,,,,
training_img/4368.jpg,Men,Apparel,Grey,Topwear,Other,Men;Apparel;Topwear;Tshirts;Grey;Summer;Casual,,,,
training_img/32232.jpg,Women,Apparel,Blue,Topwear,Other,Women;Apparel;Topwear;Kurtas;Blue;Summer;Ethnic,,,,
training_img/18685.jpg,Men,Apparel,Grey,Innerwear,Other,Men;Apparel;Innerwear;Briefs;Grey;Summer;Casual,,,,
training_img/54126.jpg,Women,Footwear,Bronze,Shoes,Other,Women;Footwear;Shoes;Heels;Bronze;Winter;Casual,,,,
training_img/15968.jpg,Men,Apparel,Black,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;Black;Fall;Casual,,,,
training_img/31452.jpg,Men,Apparel,Grey,Topwear,Other,Men;Apparel;Topwear;Tshirts;Grey;Summer;Sports,,,,
training_img/59404.jpg,Women,Apparel,Blue,Topwear,Other,Women;Apparel;Topwear;Tops;Blue;Fall;Casual,,,,
training_img/54119.jpg,Women,Footwear,Brown,Shoes,Other,Women;Footwear;Shoes;Heels;Brown;Winter;Casual,,,,
training_img/53493.jpg,Women,Apparel,Blue,Innerwear,Other,Women;Apparel;Innerwear;Bra;Blue;Winter;Casual,,,,
training_img/32422.jpg,Men,Apparel,Black,Topwear,Other,Men;Apparel;Topwear;Tshirts;Black;Summer;Casual,,,,
training_img/45692.jpg,Women,Personal Care,Pink,Fragrance,Other,Women;Personal Care;Fragrance;Perfume and Body Mist;Pink;Spring;Casual,,,,
training_img/55448.jpg,Women,Personal Care,Red,Lips,Other,Women;Personal Care;Lips;Lipstick;Red;Spring;Casual,,,,
training_img/57037.jpg,Women,Apparel,Blue,Dress,Skirts & Dresses,Women;Apparel;Dress;Dresses;Blue;Summer;Casual,,,,
training_img/5582.jpg,Men,Footwear,White,Shoes,Other,Men;Footwear;Shoes;Sports Shoes;White;Summer;Sports,,,,
training_img/13958.jpg,Women,Apparel,Grey,Topwear,Other,Women;Apparel;Topwear;Tops;Grey;Summer;Casual,,,,
training_img/41730.jpg,Women,Footwear,White,Shoes,Other,Women;Footwear;Shoes;Heels;White;Winter;Casual,,,,
training_img/15899.jpg,Unisex,Footwear,Orange,Shoes,Other,Unisex;Footwear;Shoes;Casual Shoes;Orange;Winter;Casual,,,,
training_img/47169.jpg,Men,Footwear,Black,Sandal,Other,Men;Footwear;Sandal;Sandals;Black;Summer;Casual,,,,
training_img/4175.jpg,Women,Footwear,Black,Shoes,Other,Women;Footwear;Shoes;Sports Shoes;Black;Summer;Sports,,,,
training_img/8593.jpg,Men,Apparel,Black,Topwear,Other,Men;Apparel;Topwear;Tshirts;Black;Fall;Casual,,,,
training_img/16906.jpg,Men,Apparel,Maroon,Topwear,Sweatshirts,Men;Apparel;Topwear;Sweatshirts;Maroon;Fall;Casual,,,,
training_img/15574.jpg,Boys,Apparel,Purple,Topwear,Other,Boys;Apparel;Topwear;Tshirts;Purple;Fall;Casual,,,,
training_img/11411.jpg,Men,Apparel,Olive,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;Olive;Fall;Casual,,,,
training_img/7767.jpg,Men,Apparel,Black,Bottomwear,Other,Men;Apparel;Bottomwear;Track Pants;Black;Summer;Sports,,,,
training_img/18981.jpg,Men,Apparel,Blue,Topwear,Other,Men;Apparel;Topwear;Tshirts;Blue;Fall;Casual,,,,
training_img/27921.jpg,Women,Apparel,Beige,Bottomwear,Other,Women;Apparel;Bottomwear;Trousers;Beige;Summer;Formal,,,,
training_img/44907.jpg,Men,Apparel,Black,Topwear,Other,Men;Apparel;Topwear;Tshirts;Black;Summer;Casual,,,,
training_img/45272.jpg,Men,Accessories,Black,Watches,Other,Men;Accessories;Watches;Watches;Black;Winter;Casual,,,,
training_img/25290.jpg,Women,Accessories,Brown,Bags,Other,Women;Accessories;Bags;Handbags;Brown;Summer;Casual,,,,
training_img/3051.jpg,Men,Apparel,Yellow,Topwear,Other,Men;Apparel;Topwear;Tshirts;Yellow;Summer;Casual,,,,
training_img/28122.jpg,Men,Apparel,Olive,Innerwear,Other,Men;Apparel;Innerwear;Briefs;Olive;Summer;Casual,,,,
training_img/13878.jpg,Men,Apparel,Red,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;Red;Fall;Casual,,,,
training_img/29184.jpg,Men,Apparel,Blue,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;Blue;Summer;Casual,,,,
training_img/46480.jpg,Women,Accessories,Steel,Watches,Other,Women;Accessories;Watches;Watches;Steel;Winter;Casual,,,,
training_img/54943.jpg,Men,Apparel,Green,Topwear,Other,Men;Apparel;Topwear;Tshirts;Green;Summer;Casual,,,,
training_img/16604.jpg,Women,Apparel,Black,Topwear,"Shirts, TShirts & Tops",Women;Apparel;Topwear;Shirts;Black;Fall;Casual,,,,
training_img/34828.jpg,Men,Footwear,Brown,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;Brown;Summer;Casual,,,,
training_img/14682.jpg,Men,Apparel,Turquoise Blue,Topwear,Other,Men;Apparel;Topwear;Tshirts;Turquoise Blue;Fall;Casual,,,,
training_img/6784.jpg,Men,Apparel,Blue,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;Blue;Summer;Casual,,,,
training_img/23178.jpg,Men,Apparel,Yellow,Topwear,Other,Men;Apparel;Topwear;Tshirts;Yellow;Fall;Casual,,,,
training_img/50972.jpg,Women,Apparel,Pink,Innerwear,Other,Women;Apparel;Innerwear;Bra;Pink;Summer;Casual,,,,
training_img/26912.jpg,Women,Apparel,Magenta,Topwear,Other,Women;Apparel;Topwear;Tops;Magenta;Summer;Casual,,,,
training_img/58062.jpg,Women,Accessories,Silver,Jewellery,Other,Women;Accessories;Jewellery;Earrings;Silver;Fall;Casual,,,,
training_img/14454.jpg,Women,Footwear,Taupe,Shoes,Other,Women;Footwear;Shoes;Heels;Taupe;Summer;Casual,,,,
training_img/56984.jpg,Women,Footwear,Pink,Shoes,Other,Women;Footwear;Shoes;Flats;Pink;Winter;Casual,,,,
training_img/9878.jpg,Men,Apparel,Blue,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;Blue;Fall;Casual,,,,
training_img/43253.jpg,Women,Apparel,Cream,Topwear,Other,Women;Apparel;Topwear;Kurtas;Cream;Summer;Ethnic,,,,
training_img/58218.jpg,Women,Apparel,Multi,Bottomwear,Other,Women;Apparel;Bottomwear;Patiala;Multi;Summer;Ethnic,,,,
training_img/58247.jpg,Women,Accessories,Red,Wallets,Other,Women;Accessories;Wallets;Wallets;Red;Summer;Casual,,,,
training_img/9995.jpg,Women,Apparel,Pink,Bottomwear,Skirts & Dresses,Women;Apparel;Bottomwear;Skirts;Pink;Summer;Casual,,,,
training_img/3428.jpg,Men,Apparel,Black,Topwear,Other,Men;Apparel;Topwear;Tshirts;Black;Summer;Casual,,,,
training_img/14582.jpg,Women,Apparel,Black,Topwear,Other,Women;Apparel;Topwear;Sweaters;Black;Fall;Casual,,,,
training_img/33558.jpg,Women,Apparel,White,Topwear,Other,Women;Apparel;Topwear;Tshirts;White;Summer;Casual,,,,
training_img/6496.jpg,Men,Apparel,Black,Topwear,Other,Men;Apparel;Topwear;Tshirts;Black;Summer;Casual,,,,
training_img/4485.jpg,Women,Footwear,Black,Shoes,Other,Women;Footwear;Shoes;Sports Shoes;Black;Summer;Sports,,,,
training_img/20326.jpg,Women,Apparel,Yellow,Topwear,Other,Women;Apparel;Topwear;Tops;Yellow;Summer;Casual,,,,
training_img/54557.jpg,Women,Apparel,Purple,Topwear,Other,Women;Apparel;Topwear;Kurtas;Purple;Summer;Ethnic,,,,
training_img/3705.jpg,Men,Apparel,Pink,Topwear,Other,Men;Apparel;Topwear;Tshirts;Pink;Summer;Casual,,,,
training_img/56521.jpg,Women,Personal Care,Pink,Lips,Other,Women;Personal Care;Lips;Lipstick;Pink;Spring;Casual,,,,
training_img/54546.jpg,Women,Accessories,Blue,Bags,Other,Women;Accessories;Bags;Handbags;Blue;Summer;Casual,,,,
training_img/23250.jpg,Men,Footwear,Black,Shoes,Other,Men;Footwear;Shoes;Formal Shoes;Black;Fall;Formal,,,,
training_img/17203.jpg,Men,Apparel,Green,Topwear,Other,Men;Apparel;Topwear;Tshirts;Green;Fall;Casual,,,,
training_img/20202.jpg,Men,Apparel,Grey,Topwear,Sweatshirts,Men;Apparel;Topwear;Sweatshirts;Grey;Fall;Casual,,,,
training_img/40040.jpg,Men,Apparel,Grey,Topwear,Other,Men;Apparel;Topwear;Tshirts;Grey;Summer;Casual,,,,
training_img/15733.jpg,Men,Footwear,Black,Shoes,Other,Men;Footwear;Shoes;Sports Shoes;Black;Fall;Sports,,,,
training_img/29116.jpg,Men,Accessories,Black,Socks,Other,Men;Accessories;Socks;Socks;Black;Summer;Casual,,,,
training_img/13261.jpg,Women,Apparel,Blue,Bottomwear,Jeans,Women;Apparel;Bottomwear;Jeans;Blue;Fall;Casual,,,,
training_img/27317.jpg,Women,Personal Care,Orange,Fragrance,Other,Women;Personal Care;Fragrance;Perfume and Body Mist;Orange;Spring;Casual,,,,
training_img/41828.jpg,Women,Footwear,Black,Shoes,Other,Women;Footwear;Shoes;Casual Shoes;Black;Summer;Casual,,,,
training_img/26869.jpg,Women,Apparel,Green,Topwear,Other,Women;Apparel;Topwear;Tshirts;Green;Summer;Casual,,,,
training_img/18974.jpg,Men,Apparel,Blue,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;Blue;Summer;Casual,,,,
training_img/12757.jpg,Men,Apparel,Blue,Topwear,Other,Men;Apparel;Topwear;Tshirts;Blue;Fall;Casual,,,,
training_img/40622.jpg,Women,Apparel,Pink,Topwear,Other,Women;Apparel;Topwear;Kurtas;Pink;Summer;Ethnic,,,,
training_img/37848.jpg,Men,Accessories,Black,Wallets,Other,Men;Accessories;Wallets;Wallets;Black;Summer;Casual,,,,
training_img/10004.jpg,Men,Apparel,Grey,Bottomwear,Shorts,Men;Apparel;Bottomwear;Shorts;Grey;Fall;Sports,,,,
training_img/39256.jpg,Men,Footwear,Brown,Shoes,Other,Men;Footwear;Shoes;Formal Shoes;Brown;Winter;Casual,,,,
training_img/28095.jpg,Men,Apparel,Grey Melange,Innerwear,Other,Men;Apparel;Innerwear;Briefs;Grey Melange;Summer;Casual,,,,
training_img/57908.jpg,Women,Accessories,White,Socks,Other,Women;Accessories;Socks;Socks;White;Summer;Casual,,,,
training_img/47495.jpg,Unisex,Footwear,Grey,Sandal,Other,Unisex;Footwear;Sandal;Sandals;Grey;Fall;Casual,,,,
training_img/16865.jpg,Women,Accessories,Black,Eyewear,Other,Women;Accessories;Eyewear;Sunglasses;Black;Winter;Casual,,,,
training_img/28908.jpg,Women,Apparel,Red,Topwear,Other,Women;Apparel;Topwear;Kurtas;Red;Summer;Ethnic,,,,
training_img/10830.jpg,Men,Apparel,White,Topwear,Other,Men;Apparel;Topwear;Tshirts;White;Fall;Casual,,,,
training_img/9973.jpg,Men,Apparel,White,Topwear,Sweatshirts,Men;Apparel;Topwear;Sweatshirts;White;Fall;Sports,,,,
training_img/22158.jpg,Men,Footwear,Brown,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;Brown;Summer;Casual,,,,
training_img/5219.jpg,Unisex,Accessories,Black,Bags,Other,Unisex;Accessories;Bags;Backpacks;Black;Winter;Casual,,,,
training_img/10292.jpg,Women,Footwear,Brown,Shoes,Other,Women;Footwear;Shoes;Heels;Brown;Summer;Casual,,,,
training_img/36790.jpg,Men,Accessories,Black,Watches,Other,Men;Accessories;Watches;Watches;Black;Winter;Casual,,,,
training_img/5766.jpg,Women,Apparel,Black,Bottomwear,Jeans,Women;Apparel;Bottomwear;Jeans;Black;Summer;Casual,,,,
training_img/28297.jpg,Men,Accessories,Black,Eyewear,Other,Men;Accessories;Eyewear;Sunglasses;Black;Winter;Casual,,,,
training_img/40688.jpg,Men,Footwear,Black,Shoes,Other,Men;Footwear;Shoes;Formal Shoes;Black;Summer;Formal,,,,
training_img/36702.jpg,Men,Personal Care,Blue,Fragrance,Other,Men;Personal Care;Fragrance;Perfume and Body Mist;Blue;Spring;Casual,,,,
training_img/45764.jpg,Women,Personal Care,Pink,Fragrance,Other,Women;Personal Care;Fragrance;Deodorant;Pink;Spring;Casual,,,,
training_img/50487.jpg,Men,Apparel,Red,Innerwear,Other,Men;Apparel;Innerwear;Trunk;Red;Winter;Casual,,,,
training_img/15993.jpg,Men,Apparel,Blue,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;Blue;Fall;Casual,,,,
training_img/11810.jpg,Women,Apparel,Green,Topwear,Other,Women;Apparel;Topwear;Kurtas;Green;Fall;Ethnic,,,,
training_img/25360.jpg,Men,Apparel,Black,Innerwear,Other,Men;Apparel;Innerwear;Trunk;Black;Summer;Casual,,,,
training_img/6491.jpg,Men,Footwear,Brown,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;Brown;Winter;Casual,,,,
training_img/38933.jpg,Girls,Apparel,Pink,Bottomwear,"Pants, Sweatpants, Leggings & Jeggings",Girls;Apparel;Bottomwear;Leggings;Pink;Summer;Casual,,,,
training_img/13517.jpg,Men,Apparel,Yellow,Topwear,Other,Men;Apparel;Topwear;Tshirts;Yellow;Fall;Casual,,,,
training_img/34509.jpg,Women,Footwear,Black,Sandal,Other,Women;Footwear;Sandal;Sports Sandals;Black;Summer;Casual,,,,
training_img/53755.jpg,Men,Apparel,Blue,Bottomwear,Shorts,Men;Apparel;Bottomwear;Shorts;Blue;Summer;Casual,,,,
training_img/34026.jpg,Boys,Apparel,White,Topwear,Other,Boys;Apparel;Topwear;Tshirts;White;Summer;Casual,,,,
training_img/3817.jpg,Boys,Apparel,Yellow,Topwear,Other,Boys;Apparel;Topwear;Tshirts;Yellow;Summer;Casual,,,,
training_img/56530.jpg,Women,Personal Care,Maroon,Lips,Other,Women;Personal Care;Lips;Lipstick;Maroon;Spring;Casual,,,,
training_img/18985.jpg,Men,Apparel,White,Topwear,"Coats, Jackets & Truckers",Men;Apparel;Topwear;Jackets;White;Summer;Casual,,,,
training_img/43968.jpg,Men,Personal Care,Red,Fragrance,Other,Men;Personal Care;Fragrance;Perfume and Body Mist;Red;Spring;Casual,,,,
training_img/2650.jpg,Women,Accessories,Brown,Bags,Other,Women;Accessories;Bags;Handbags;Brown;Winter;Casual,,,,
training_img/39643.jpg,Men,Footwear,White,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;White;Summer;Casual,,,,
training_img/30844.jpg,Women,Apparel,Blue,Topwear,Other,Women;Apparel;Topwear;Kurtas;Blue;Summer;Ethnic,,,,
training_img/20555.jpg,Women,Accessories,Green,Bags,Other,Women;Accessories;Bags;Mobile Pouch;Green;Winter;Casual,,,,
training_img/45285.jpg,Men,Accessories,Black,Watches,Other,Men;Accessories;Watches;Watches;Black;Winter;Casual,,,,
training_img/30950.jpg,Women,Apparel,Yellow,Topwear,Other,Women;Apparel;Topwear;Tops;Yellow;Summer;Casual,,,,
training_img/17713.jpg,Men,Apparel,Blue,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;Blue;Fall;Casual,,,,
training_img/49638.jpg,Women,Apparel,Pink,Topwear,Other,Women;Apparel;Topwear;Tops;Pink;Summer;Casual,,,,
training_img/30206.jpg,Men,Accessories,Black,Socks,Other,Men;Accessories;Socks;Socks;Black;Summer;Casual,,,,
training_img/21526.jpg,Women,Accessories,Red,Bags,Other,Women;Accessories;Bags;Handbags;Red;Winter;Casual,,,,
training_img/49301.jpg,Men,Accessories,Grey,Socks,Other,Men;Accessories;Socks;Socks;Grey;Summer;Casual,,,,
training_img/29102.jpg,Men,Accessories,Black,Wallets,Other,Men;Accessories;Wallets;Wallets;Black;Summer;Casual,,,,
training_img/14683.jpg,Men,Apparel,Navy Blue,Topwear,Other,Men;Apparel;Topwear;Tshirts;Navy Blue;Fall;Casual,,,,
training_img/39500.jpg,Men,Footwear,Green,Shoes,Other,Men;Footwear;Shoes;Sports Shoes;Green;Summer;Sports,,,,
training_img/13269.jpg,Women,Apparel,White,Topwear,Other,Women;Apparel;Topwear;Tops;White;Fall;Casual,,,,
training_img/18822.jpg,Men,Accessories,Brown,Wallets,Other,Men;Accessories;Wallets;Wallets;Brown;Summer;Formal,,,,
training_img/57412.jpg,Women,Apparel,Pink,Innerwear,Other,Women;Apparel;Innerwear;Briefs;Pink;Winter;Casual,,,,
training_img/11800.jpg,Women,Apparel,Black,Topwear,Other,Women;Apparel;Topwear;Kurtas;Black;Fall;Ethnic,,,,
training_img/22321.jpg,Women,Apparel,White,Topwear,Other,Women;Apparel;Topwear;Tshirts;White;Fall;Casual,,,,
training_img/57718.jpg,Women,Personal Care,Gold,Lips,Other,Women;Personal Care;Lips;Lip Gloss;Gold;Spring;Casual,,,,
training_img/39242.jpg,Women,Apparel,Pink,Loungewear and Nightwear,Other,Women;Apparel;Loungewear and Nightwear;Nightdress;Pink;Summer;Casual,,,,
training_img/36658.jpg,Women,Accessories,Beige,Bags,Other,Women;Accessories;Bags;Duffel Bag;Beige;Summer;Casual,,,,
training_img/56402.jpg,Women,Footwear,Beige,Shoes,Other,Women;Footwear;Shoes;Flats;Beige;Winter;Casual,,,,
training_img/1798.jpg,Men,Apparel,Black,Topwear,Other,Men;Apparel;Topwear;Tshirts;Black;Fall;Sports,,,,
training_img/53386.jpg,Unisex,Footwear,Green,Shoes,Other,Unisex;Footwear;Shoes;Casual Shoes;Green;Fall;Casual,,,,
training_img/10636.jpg,Men,Footwear,Green,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;Green;Winter;Casual,,,,
training_img/43480.jpg,Men,Footwear,Khaki,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;Khaki;Summer;Casual,,,,
training_img/43170.jpg,Men,Accessories,Steel,Watches,Other,Men;Accessories;Watches;Watches;Steel;Winter;Casual,,,,
training_img/32295.jpg,Men,Accessories,White,Watches,Other,Men;Accessories;Watches;Watches;White;Winter;Casual,,,,
training_img/17163.jpg,Men,Apparel,Green,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;Green;Fall;Casual,,,,
training_img/40982.jpg,Boys,Apparel,White,Topwear,Other,Boys;Apparel;Topwear;Tshirts;White;Summer;Casual,,,,
training_img/30305.jpg,Men,Apparel,Off White,Topwear,Other,Men;Apparel;Topwear;Tshirts;Off White;Summer;Casual,,,,
training_img/59059.jpg,Women,Apparel,Green,Topwear,Other,Women;Apparel;Topwear;Kurtas;Green;Summer;Ethnic,,,,
training_img/51707.jpg,Men,Accessories,Grey,Eyewear,Other,Men;Accessories;Eyewear;Sunglasses;Grey;Winter;Casual,,,,
training_img/5945.jpg,Men,Apparel,Blue,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;Blue;Summer;Casual,,,,
training_img/3465.jpg,Unisex,Apparel,Black,Apparel Set,Other,Unisex;Apparel;Apparel Set;Swimwear;Black;Fall;Sports,,,,
training_img/50579.jpg,Men,Apparel,Charcoal,Innerwear,Other,Men;Apparel;Innerwear;Briefs;Charcoal;Winter;Casual,,,,
training_img/4610.jpg,Unisex,Accessories,Green,Bags,Other,Unisex;Accessories;Bags;Backpacks;Green;Winter;Casual,,,,
training_img/45326.jpg,Women,Footwear,Multi,Shoes,Other,Women;Footwear;Shoes;Heels;Multi;Summer;Casual,,,,
training_img/11049.jpg,Men,Apparel,Red,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;Red;Fall;Casual,,,,
training_img/3854.jpg,Girls,Apparel,Pink,Topwear,Other,Girls;Apparel;Topwear;Tshirts;Pink;Summer;Casual,,,,
training_img/6575.jpg,Men,Apparel,Red,Topwear,Other,Men;Apparel;Topwear;Tshirts;Red;Winter;Casual,,,,
training_img/21960.jpg,Women,Accessories,Blue,Bags,Other,Women;Accessories;Bags;Handbags;Blue;Winter;Casual,,,,
training_img/55549.jpg,Women,Personal Care,Brown,Makeup,Other,Women;Personal Care;Makeup;Kajal and Eyeliner;Brown;Spring;Casual,,,,
training_img/57348.jpg,Women,Apparel,Black,Innerwear,Other,Women;Apparel;Innerwear;Bra;Black;Winter;Casual,,,,
training_img/12089.jpg,Women,Apparel,Brown,Topwear,Other,Women;Apparel;Topwear;Kurtas;Brown;Fall;Ethnic,,,,
training_img/50454.jpg,Men,Apparel,Navy Blue,Innerwear,Other,Men;Apparel;Innerwear;Briefs;Navy Blue;Summer;Casual,,,,
training_img/33762.jpg,Women,Apparel,Pink,Topwear,Other,Women;Apparel;Topwear;Tops;Pink;Summer;Casual,,,,
training_img/50461.jpg,Men,Apparel,Grey Melange,Innerwear,Other,Men;Apparel;Innerwear;Briefs;Grey Melange;Summer;Casual,,,,
training_img/17653.jpg,Unisex,Footwear,Blue,Flip Flops,Other,Unisex;Footwear;Flip Flops;Flip Flops;Blue;Summer;Casual,,,,
training_img/54906.jpg,Men,Apparel,Multi,Topwear,Other,Men;Apparel;Topwear;Tshirts;Multi;Summer;Casual,,,,
training_img/57740.jpg,Women,Personal Care,Skin,Makeup,Other,Women;Personal Care;Makeup;Foundation and Primer;Skin;Spring;Casual,,,,
training_img/18356.jpg,Men,Accessories,Black,Socks,Other,Men;Accessories;Socks;Socks;Black;Fall;Casual,,,,
training_img/22407.jpg,Men,Apparel,White,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;White;Fall;Casual,,,,
training_img/45400.jpg,Women,Footwear,Maroon,Shoes,Other,Women;Footwear;Shoes;Flats;Maroon;Winter;Casual,,,,
training_img/59566.jpg,Men,Accessories,Steel,Cufflinks,Other,Men;Accessories;Cufflinks;Cufflinks;Steel;Summer;Casual,,,,
training_img/6635.jpg,Men,Footwear,White,Shoes,Other,Men;Footwear;Shoes;Sports Shoes;White;Summer;Sports,,,,
training_img/21087.jpg,Men,Footwear,Black,Sandal,Other,Men;Footwear;Sandal;Sandals;Black;Fall;Casual,,,,
training_img/35535.jpg,Girls,Footwear,Orange,Sandal,Other,Girls;Footwear;Sandal;Sandals;Orange;Summer;Casual,,,,
training_img/3345.jpg,Men,Apparel,White,Topwear,Other,Men;Apparel;Topwear;Tshirts;White;Summer;Casual,,,,
training_img/27029.jpg,Women,Apparel,Blue,Bottomwear,Other,Women;Apparel;Bottomwear;Capris;Blue;Summer;Casual,,,,
training_img/59338.jpg,Women,Footwear,Black,Shoes,Other,Women;Footwear;Shoes;Casual Shoes;Black;Winter;Casual,,,,
training_img/18682.jpg,Men,Apparel,Black,Innerwear,Other,Men;Apparel;Innerwear;Briefs;Black;Summer;Casual,,,,
training_img/19835.jpg,Men,Apparel,Brown,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;Brown;Fall;Casual,,,,
